Case ID,Case Type,Court,Judge Name,Date,Plaintiff,Defendant,Case Summary,Key Arguments,Verdict,Appeal Status,Legal References,Outcome Summary
4804,Family Law,High Court,Justice Nair,2015-03-30,Party_14,Party_773,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Pending,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4805,Corporate Law,District Court,Justice Mehta,2020-01-11,Party_424,Party_935,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Pending,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4806,Family Law,NCLT,Justice Sharma,2018-02-23,Party_62,Party_874,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Dismissed,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4807,Civil Dispute,Family Court,Justice Kumar,2017-11-10,Party_50,Party_548,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4808,Civil Dispute,District Court,Justice Mehta,2019-09-07,Party_24,Party_963,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
4809,Corporate Law,NCLT,Justice Reddy,2016-07-25,Party_117,Party_980,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4810,Constitutional,Supreme Court,Justice Reddy,2022-01-27,Party_400,Party_673,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4811,Family Law,High Court,Justice Sharma,2024-12-18,Party_35,Party_680,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
4812,Corporate Law,NCLT,Justice Kumar,2019-02-11,Party_159,Party_748,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
4813,Family Law,NCLT,Justice Nair,2016-10-17,Party_302,Party_609,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4814,Constitutional,NCLT,Justice Reddy,2024-03-23,Party_44,Party_636,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4815,Corporate Law,Family Court,Justice Reddy,2021-06-21,Party_199,Party_851,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Pending,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
4816,Criminal Case,High Court,Justice Sharma,2024-06-20,Party_417,Party_852,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,No Appeal,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
4817,Family Law,District Court,Justice Reddy,2019-09-21,Party_445,Party_616,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,No Appeal,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4818,Civil Dispute,High Court,Justice Kumar,2018-02-17,Party_433,Party_739,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Pending,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4819,Corporate Law,District Court,Justice Nair,2021-01-01,Party_459,Party_521,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Dismissed,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
4820,Criminal Case,Supreme Court,Justice Mehta,2024-11-07,Party_419,Party_864,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4821,Family Law,Supreme Court,Justice Reddy,2021-07-04,Party_162,Party_576,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Dismissed,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4822,Family Law,District Court,Justice Reddy,2019-12-27,Party_319,Party_870,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,No Appeal,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
4823,Family Law,High Court,Justice Mehta,2017-04-01,Party_492,Party_1000,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,Appeal Dismissed,Companies Act 2013,Guilty with reference to Companies Act 2013.
4824,Corporate Law,High Court,Justice Nair,2019-12-22,Party_338,Party_840,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4825,Constitutional,District Court,Justice Kumar,2019-10-27,Party_394,Party_674,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4826,Corporate Law,Supreme Court,Justice Sharma,2021-01-16,Party_436,Party_943,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Pending,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4827,Family Law,NCLT,Justice Mehta,2017-08-14,Party_260,Party_529,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Pending,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4828,Civil Dispute,Supreme Court,Justice Sharma,2017-04-11,Party_382,Party_807,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4829,Civil Dispute,NCLT,Justice Nair,2022-08-10,Party_307,Party_672,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Pending,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4830,Family Law,Supreme Court,Justice Nair,2015-01-10,Party_32,Party_532,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4831,Constitutional,District Court,Justice Mehta,2020-07-24,Party_44,Party_845,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,No Appeal,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
4832,Corporate Law,Supreme Court,Justice Sharma,2017-10-10,Party_156,Party_741,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4833,Criminal Case,District Court,Justice Reddy,2023-11-02,Party_28,Party_600,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Pending,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
4834,Civil Dispute,NCLT,Justice Sharma,2024-08-21,Party_214,Party_883,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
4835,Constitutional,NCLT,Justice Mehta,2018-02-02,Party_38,Party_736,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Dismissed,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4836,Constitutional,Family Court,Justice Reddy,2022-10-25,Party_244,Party_504,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
4837,Constitutional,High Court,Justice Sharma,2019-06-28,Party_479,Party_621,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4838,Constitutional,Family Court,Justice Sharma,2022-01-08,Party_238,Party_940,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4839,Corporate Law,Family Court,Justice Nair,2017-11-26,Party_319,Party_929,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
4840,Corporate Law,Family Court,Justice Nair,2021-08-30,Party_128,Party_692,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
4841,Criminal Case,District Court,Justice Sharma,2018-03-01,Party_354,Party_997,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,No Appeal,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4842,Family Law,Family Court,Justice Reddy,2020-05-06,Party_360,Party_563,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4843,Corporate Law,High Court,Justice Reddy,2022-07-23,Party_226,Party_648,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4844,Corporate Law,District Court,Justice Mehta,2021-11-20,Party_378,Party_658,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4845,Family Law,Family Court,Justice Kumar,2024-12-08,Party_283,Party_670,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Dismissed,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4846,Civil Dispute,District Court,Justice Reddy,2020-01-28,Party_342,Party_991,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Dismissed,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
4847,Family Law,Supreme Court,Justice Mehta,2016-11-03,Party_21,Party_755,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Pending,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
4848,Civil Dispute,Family Court,Justice Reddy,2016-01-19,Party_160,Party_665,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4849,Family Law,NCLT,Justice Kumar,2024-07-27,Party_80,Party_703,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4850,Civil Dispute,High Court,Justice Reddy,2021-03-13,Party_157,Party_734,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Pending,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
4851,Constitutional,Family Court,Justice Nair,2022-12-03,Party_458,Party_658,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4852,Corporate Law,District Court,Justice Nair,2024-07-12,Party_405,Party_522,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Pending,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4853,Corporate Law,Family Court,Justice Reddy,2024-06-03,Party_313,Party_715,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4854,Civil Dispute,NCLT,Justice Sharma,2018-05-31,Party_113,Party_671,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Joint Custody,No Appeal,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
4855,Family Law,Family Court,Justice Nair,2022-11-19,Party_338,Party_593,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Pending,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
4856,Criminal Case,Family Court,Justice Mehta,2018-07-02,Party_351,Party_904,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4857,Family Law,NCLT,Justice Nair,2020-06-17,Party_399,Party_629,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4858,Criminal Case,NCLT,Justice Kumar,2017-11-29,Party_45,Party_816,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
4859,Criminal Case,Supreme Court,Justice Reddy,2024-03-24,Party_273,Party_843,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
4860,Constitutional,Family Court,Justice Sharma,2018-06-29,Party_453,Party_837,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,No Appeal,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
4861,Corporate Law,Supreme Court,Justice Mehta,2024-10-08,Party_39,Party_568,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4862,Corporate Law,High Court,Justice Sharma,2016-02-18,Party_423,Party_883,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4863,Criminal Case,NCLT,Justice Sharma,2016-06-02,Party_499,Party_972,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Dismissed,Companies Act 2013,Guilty with reference to Companies Act 2013.
4864,Civil Dispute,NCLT,Justice Reddy,2024-02-06,Party_446,Party_684,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4865,Corporate Law,District Court,Justice Nair,2020-05-02,Party_121,Party_512,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4866,Constitutional,District Court,Justice Reddy,2015-04-15,Party_426,Party_768,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4867,Civil Dispute,NCLT,Justice Mehta,2023-03-20,Party_201,Party_759,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Pending,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4868,Civil Dispute,NCLT,Justice Reddy,2015-08-08,Party_332,Party_599,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4869,Family Law,District Court,Justice Mehta,2019-05-13,Party_265,Party_553,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4870,Criminal Case,NCLT,Justice Kumar,2022-08-09,Party_383,Party_523,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Dismissed,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
4871,Corporate Law,High Court,Justice Kumar,2019-11-05,Party_59,Party_926,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4872,Criminal Case,Family Court,Justice Kumar,2022-07-23,Party_443,Party_886,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,No Appeal,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4873,Corporate Law,Supreme Court,Justice Reddy,2021-11-29,Party_164,Party_806,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4874,Criminal Case,Supreme Court,Justice Nair,2015-09-04,Party_102,Party_799,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
4875,Civil Dispute,Family Court,Justice Sharma,2015-07-10,Party_471,Party_728,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4876,Civil Dispute,Family Court,Justice Reddy,2024-11-01,Party_463,Party_603,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4877,Corporate Law,NCLT,Justice Nair,2019-04-14,Party_8,Party_964,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
4878,Constitutional,Family Court,Justice Kumar,2018-02-04,Party_306,Party_918,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4879,Criminal Case,Family Court,Justice Sharma,2024-03-14,Party_399,Party_514,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Pending,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4880,Family Law,High Court,Justice Mehta,2018-02-07,Party_397,Party_586,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Pending,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4881,Civil Dispute,High Court,Justice Mehta,2023-12-04,Party_255,Party_546,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4882,Criminal Case,Supreme Court,Justice Kumar,2023-09-11,Party_393,Party_649,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
4883,Constitutional,NCLT,Justice Kumar,2023-02-18,Party_83,Party_900,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4884,Family Law,NCLT,Justice Sharma,2018-09-06,Party_82,Party_642,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4885,Civil Dispute,High Court,Justice Mehta,2021-05-24,Party_16,Party_760,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,No Appeal,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4886,Constitutional,District Court,Justice Sharma,2016-10-24,Party_457,Party_982,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Pending,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
4887,Family Law,District Court,Justice Nair,2021-07-23,Party_210,Party_509,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4888,Civil Dispute,Family Court,Justice Mehta,2022-02-14,Party_184,Party_757,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,No Appeal,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4889,Corporate Law,High Court,Justice Nair,2023-05-17,Party_87,Party_781,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4890,Corporate Law,Supreme Court,Justice Sharma,2017-05-07,Party_174,Party_761,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4891,Constitutional,District Court,Justice Reddy,2017-12-01,Party_179,Party_806,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Dismissed,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4892,Criminal Case,High Court,Justice Kumar,2018-06-09,Party_72,Party_531,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Dismissed,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
4893,Criminal Case,High Court,Justice Reddy,2015-12-13,Party_295,Party_567,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4894,Constitutional,District Court,Justice Kumar,2024-08-25,Party_407,Party_869,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4895,Civil Dispute,High Court,Justice Mehta,2015-03-30,Party_13,Party_641,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4896,Civil Dispute,Family Court,Justice Sharma,2019-10-18,Party_384,Party_607,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Dismissed,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
4897,Constitutional,NCLT,Justice Kumar,2024-11-25,Party_362,Party_619,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
4898,Family Law,High Court,Justice Mehta,2015-01-20,Party_498,Party_940,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Pending,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4899,Civil Dispute,High Court,Justice Kumar,2017-08-10,Party_79,Party_861,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Dismissed,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
4900,Constitutional,Family Court,Justice Nair,2017-01-14,Party_354,Party_683,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4901,Civil Dispute,Supreme Court,Justice Reddy,2016-05-09,Party_370,Party_773,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,No Appeal,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
4902,Constitutional,NCLT,Justice Sharma,2023-01-30,Party_441,Party_691,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4903,Constitutional,District Court,Justice Nair,2020-06-18,Party_21,Party_560,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Dismissed,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
4904,Civil Dispute,NCLT,Justice Reddy,2021-04-02,Party_65,Party_700,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4905,Constitutional,NCLT,Justice Sharma,2021-06-10,Party_5,Party_589,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Pending,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4906,Constitutional,Family Court,Justice Mehta,2017-07-12,Party_246,Party_510,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,No Appeal,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
4907,Constitutional,Supreme Court,Justice Sharma,2021-04-09,Party_453,Party_561,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,No Appeal,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
